The United States of America, Exposure to risk (period 1x5), 	Last modified: 02 Oct 2019;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
2000-2004      107              1707.55          239.06         1946.61
2000-2004      108               915.86          144.00         1059.86
2000-2004      109               481.10           81.35          562.46
2000-2004      110+              613.66           78.60          692.26
2005-2009        0           9951763.47     10400699.89     20352463.36
2005-2009        1           9843588.72     10275825.96     20119414.68
2005-2009        2           9785081.41     10227292.95     20012374.36
2005-2009        3           9757833.37     10188858.50     19946691.87
2005-2009        4           9799354.37     10245170.98     20044525.35
2005-2009        5           9789845.07     10222594.57     20012439.63
2005-2009        6           9679135.12     10101295.93     19780431.05
2005-2009        7           9641035.02     10061083.43     19702118.44
2005-2009        8           9585485.46     10025523.84     19611009.30
2005-2009        9           9622546.24     10082755.37     19705301.61
2005-2009       10          10051112.04     10527325.52     20578437.56
2005-2009       11          10027633.88     10509913.36     20537547.24
2005-2009       12          10209356.23     10704996.34     20914352.57
2005-2009       13          10313308.51     10823316.15     21136624.66
2005-2009       14          10388023.67     10922147.53     21310171.20
2005-2009       15          10600103.60     11167888.60     21767992.20
2005-2009       16          10709105.61     11313864.12     22022969.73
2005-2009       17          10654502.13     11310566.48     21965068.61
2005-2009       18          10706786.62     11326404.00     22033190.62
2005-2009       19          10660063.52     11230440.38     21890503.90
2005-2009       20          10439404.41     11002915.69     21442320.10
2005-2009       21          10336729.30     10897402.80     21234132.10
2005-2009       22          10228653.56     10788054.90     21016708.46
2005-2009       23          10247616.34     10741484.23     20989100.58
2005-2009       24          10311204.85     10693015.90     21004220.76
2005-2009       25          10434602.09     10685363.97     21119966.07
2005-2009       26          10329857.09     10434735.37     20764592.45
2005-2009       27          10290169.63     10300578.47     20590748.10
2005-2009       28          10031636.81     10102471.99     20134108.80
2005-2009       29           9688812.49      9805503.11     19494315.60
2005-2009       30           9724344.81      9910134.84     19634479.65
2005-2009       31           9471006.49      9534659.74     19005666.23
2005-2009       32           9634344.42      9665370.33     19299714.75
2005-2009       33           9715388.21      9714041.49     19429429.71
2005-2009       34           9965602.39      9954174.14     19919776.52
2005-2009       35          10229063.87     10240767.74     20469831.61
2005-2009       36          10418020.24     10382319.71     20800339.95
2005-2009       37          10468778.31     10398818.17     20867596.48
2005-2009       38          10514205.30     10434257.86     20948463.16
2005-2009       39          10487115.64     10416065.12     20903180.76
2005-2009       40          10554128.66     10444524.89     20998653.55
2005-2009       41          10767478.37     10645061.93     21412540.29
2005-2009       42          11008282.29     10864023.20     21872305.49
2005-2009       43          11269389.80     11079641.41     22349031.21
2005-2009       44          11413603.71     11182863.67     22596467.37
2005-2009       45          11492812.31     11220444.27     22713256.58
2005-2009       46          11554197.56     11298081.36     22852278.92
2005-2009       47          11571662.65     11295353.88     22867016.53
2005-2009       48          11491031.28     11169247.87     22660279.14
2005-2009       49          11380054.88     11043711.43     22423766.31
2005-2009       50          11166207.61     10767901.94     21934109.55
2005-2009       51          11050024.33     10649852.14     21699876.48
2005-2009       52          10763516.22     10308970.48     21072486.70
2005-2009       53          10516436.79     10058733.04     20575169.83
2005-2009       54          10295218.78      9798362.50     20093581.28
2005-2009       55           9952371.06      9387147.98     19339519.04
2005-2009       56           9761480.38      9216730.10     18978210.48
2005-2009       57           9518983.22      8963807.20     18482790.42
2005-2009       58           9427386.67      8850464.88     18277851.54
2005-2009       59           8930810.03      8348511.13     17279321.16
2005-2009       60           8382597.30      7784970.69     16167567.99
2005-2009       61           8042081.99      7458215.65     15500297.64
2005-2009       62           7654228.65      7043435.66     14697664.31
2005-2009       63           7079544.69      6468228.21     13547772.89
2005-2009       64           6765557.36      6135600.41     12901157.77
2005-2009       65           6508726.25      5837808.48     12346534.73
2005-2009       66           6192505.71      5520925.85     11713431.56
2005-2009       67           5837273.15      5165613.81     11002886.96
2005-2009       68           5567798.59      4876063.27     10443861.86
2005-2009       69           5348326.30      4625072.65      9973398.95
2005-2009       70           5132125.99      4378378.03      9510504.02
2005-2009       71           4976810.69      4201828.76      9178639.45
2005-2009       72           4793149.53      3972546.89      8765696.43
2005-2009       73           4668398.79      3809838.27      8478237.07
2005-2009       74           4531677.91      3635180.36      8166858.27
2005-2009       75           4384986.99      3438062.19      7823049.19
2005-2009       76           4346417.19      3348598.65      7695015.84
2005-2009       77           4236526.03      3184747.44      7421273.47
2005-2009       78           4139539.30      3030047.37      7169586.67
2005-2009       79           4005531.27      2844055.41      6849586.67
2005-2009       80           3844896.69      2629948.78      6474845.47
2005-2009       81           3678989.79      2426296.28      6105286.07
2005-2009       82           3464095.15      2199772.22      5663867.37
2005-2009       83           3236160.41      1973153.77      5209314.17
2005-2009       84           2996785.08      1753674.54      4750459.63
2005-2009       85           2709930.74      1520952.50      4230883.24
2005-2009       86           2411900.67      1292797.25      3704697.92
2005-2009       87           2125195.18      1083518.30      3208713.48
2005-2009       88           1833864.65       885291.79      2719156.45
2005-2009       89           1557173.35       706683.34      2263856.69
2005-2009       90           1319523.71       559803.25      1879326.95
2005-2009       91           1104486.05       436171.82      1540657.88
2005-2009       92            904228.35       330610.32      1234838.67
2005-2009       93            726267.18       244755.80       971022.98
2005-2009       94            569641.31       175885.15       745526.45
2005-2009       95            433983.06       122455.74       556438.80
2005-2009       96            321630.01        83235.52       404865.53
2005-2009       97            232344.20        55120.45       287464.65
2005-2009       98            162961.45        35429.02       198390.47
2005-2009       99            111162.46        22285.13       133447.59
2005-2009      100             73548.11        13401.35        86949.46
2005-2009      101             46934.45         7907.03        54841.47
2005-2009      102             29149.38         4501.70        33651.08
2005-2009      103             17602.76         2567.15        20169.91
2005-2009      104             10216.48         1408.38        11624.86
2005-2009      105              5683.00          758.69         6441.69
2005-2009      106              3132.19          381.16         3513.35
2005-2009      107              1699.81          196.55         1896.36
2005-2009      108               883.55          108.68          992.23
2005-2009      109               439.46           65.60          505.06
2005-2009      110+              424.99           60.91          485.89
2010-2014        0           9645964.38     10096922.88     19742887.27
2010-2014        1           9683729.32     10121539.70     19805269.02
2010-2014        2           9774120.51     10209200.51     19983321.01
2010-2014        3           9870900.61     10303100.88     20174001.48
2010-2014        4           9933528.75     10367044.18     20300572.93
2010-2014        5           9996273.65     10432752.94     20429026.59
2010-2014        6          10026715.67     10466661.77     20493377.44
2010-2014        7          10012287.70     10447754.25     20460041.95
2010-2014        8           9980158.36     10408589.34     20388747.70
2010-2014        9           9987760.01     10414490.94     20402250.95
2010-2014       10          10054686.01     10486735.69     20541421.70
2010-2014       11          10076303.14     10517121.04     20593424.18
2010-2014       12          10113795.23     10563533.73     20677328.95
2010-2014       13          10154254.44     10613394.04     20767648.48
2010-2014       14          10154487.39     10625285.11     20779772.50
2010-2014       15          10188196.23     10674611.85     20862808.08
2010-2014       16          10277241.21     10789830.03     21067071.24
2010-2014       17          10404514.12     10955954.47     21360468.59
2010-2014       18          10591261.57     11173230.90     21764492.47
2010-2014       19          10814516.29     11402462.96     22216979.25
2010-2014       20          10978631.84     11553958.59     22532590.44
2010-2014       21          11053025.16     11603331.03     22656356.18
2010-2014       22          11026087.60     11538371.96     22564459.56
2010-2014       23          10923082.13     11391523.35     22314605.48
2010-2014       24          10790600.22     11216226.69     22006826.91
2010-2014       25          10679862.97     11058515.55     21738378.52
2010-2014       26          10583215.65     10903854.57     21487070.22
2010-2014       27          10586132.28     10841077.48     21427209.77
2010-2014       28          10616697.44     10809331.90     21426029.35
2010-2014       29          10608942.51     10747088.53     21356031.05
2010-2014       30          10616833.16     10729008.96     21345842.13
2010-2014       31          10556988.21     10636402.59     21193390.80
2010-2014       32          10429918.80     10484517.97     20914436.77
2010-2014       33          10281965.17     10310849.35     20592814.52
2010-2014       34          10087623.42     10091640.19     20179263.61
2010-2014       35           9936926.36      9920249.98     19857176.34
2010-2014       36           9824491.46      9777388.07     19601879.52
2010-2014       37           9815187.83      9738819.20     19554007.04
2010-2014       38           9885891.16      9784810.54     19670701.70
2010-2014       39          10129003.32     10013515.66     20142518.98
2010-2014       40          10325456.03     10197937.09     20523393.12
2010-2014       41          10499353.16     10370722.94     20870076.11
2010-2014       42          10561866.70     10436077.54     20997944.24
2010-2014       43          10584630.27     10454601.86     21039232.13
2010-2014       44          10520020.46     10379877.72     20899898.18
2010-2014       45          10569305.34     10402566.24     20971871.58
2010-2014       46          10731587.81     10530554.72     21262142.53
2010-2014       47          10976250.74     10738175.83     21714426.57
2010-2014       48          11196219.02     10914774.48     22110993.50
2010-2014       49          11416967.78     11096158.94     22513126.72
2010-2014       50          11504736.34     11143077.47     22647813.80
2010-2014       51          11531274.60     11140576.56     22671851.16
2010-2014       52          11501495.93     11075733.58     22577229.51
2010-2014       53          11447815.70     10987999.67     22435815.38
2010-2014       54          11311953.46     10815766.49     22127719.96
2010-2014       55          11141988.83     10595108.54     21737097.37
2010-2014       56          10942382.00     10348876.74     21291258.74
2010-2014       57          10688467.12     10053346.93     20741814.05
2010-2014       58          10389104.90      9720002.17     20109107.08
2010-2014       59          10103770.05      9403498.45     19507268.50
2010-2014       60           9785929.16      9060301.03     18846230.19
2010-2014       61           9515127.36      8774983.32     18290110.68
2010-2014       62           9288889.94      8536751.19     17825641.13
2010-2014       63           9174573.87      8405222.48     17579796.35
2010-2014       64           8689712.31      7932049.12     16621761.43
2010-2014       65           8224328.40      7467587.68     15691916.08
2010-2014       66           7761791.81      7003699.03     14765490.83
2010-2014       67           7350340.42      6579221.66     13929562.08
2010-2014       68           6752476.43      5984038.28     12736514.71
2010-2014       69           6462848.38      5665791.79     12128640.17
2010-2014       70           6141678.00      5327449.65     11469127.66
2010-2014       71           5811953.63      4990820.37     10802774.00
2010-2014       72           5420141.03      4599251.29     10019392.32
2010-2014       73           5121567.97      4291537.36      9413105.33
2010-2014       74           4873437.71      4030133.03      8903570.74
2010-2014       75           4652597.47      3786456.05      8439053.52
2010-2014       76           4423865.15      3536171.33      7960036.48
2010-2014       77           4216034.81      3303457.57      7519492.38
2010-2014       78           4040784.28      3098395.75      7139180.04
2010-2014       79           3881016.80      2905874.41      6786891.21
2010-2014       80           3722380.32      2715677.37      6438057.69
2010-2014       81           3589082.87      2543988.47      6133071.34
2010-2014       82           3443426.86      2364740.58      5808167.44
2010-2014       83           3282814.99      2180773.46      5463588.45
2010-2014       84           3091958.11      1978076.82      5070034.93
2010-2014       85           2885825.40      1769327.13      4655152.53
2010-2014       86           2661636.47      1561642.15      4223278.62
2010-2014       87           2407907.07      1346875.02      3754782.09
2010-2014       88           2145555.37      1137263.95      3282819.32
2010-2014       89           1883528.88       945321.73      2828850.61
2010-2014       90           1601874.35       761073.60      2362947.95
2010-2014       91           1331693.56       594734.21      1926427.77
2010-2014       92           1088471.65       454714.61      1543186.26
2010-2014       93            864141.01       334898.67      1199039.68
2010-2014       94            668204.51       238563.78       906768.29
2010-2014       95            511318.85       167650.90       678969.75
2010-2014       96            383505.15       114607.78       498112.93
2010-2014       97            278962.18        75370.12       354332.29
2010-2014       98            197432.99        48510.31       245943.30
2010-2014       99            135867.93        30102.85       165970.78
2010-2014      100             90659.89        18109.06       108768.95
2010-2014      101             58220.81        10447.99        68668.80
2010-2014      102             35974.38         5836.62        41810.99
2010-2014      103             21531.20         3156.95        24688.15
2010-2014      104             12642.25         1662.49        14304.74
2010-2014      105              7143.00          827.54         7970.55
2010-2014      106              3853.91          415.44         4269.35
2010-2014      107              2031.89          210.41         2242.30
2010-2014      108              1083.62          106.29         1189.91
2010-2014      109               535.32           58.42          593.73
2010-2014      110+              576.06           80.03          656.09
2015-2017        0           5777446.87      6048179.84     11825626.71
2015-2017        1           5831624.86      6104588.01     11936212.87
2015-2017        2           5851740.97      6126392.39     11978133.36
2015-2017        3           5849935.34      6122495.04     11972430.37
2015-2017        4           5865890.21      6134998.72     12000888.93
2015-2017        5           5882922.38      6146308.57     12029230.95
2015-2017        6           5921704.36      6178531.88     12100236.24
2015-2017        7           5984133.02      6237814.30     12221947.32
2015-2017        8           6061992.37      6320477.92     12382470.29
2015-2017        9           6098785.99      6363843.47     12462629.45
2015-2017       10           6094664.01      6359979.64     12454643.65
2015-2017       11           6072575.19      6332559.10     12405134.29
2015-2017       12           6060188.27      6313266.21     12373454.48
2015-2017       13           6052019.12      6300389.94     12352409.06
2015-2017       14           6085262.49      6338133.85     12423396.34
2015-2017       15           6142220.43      6406745.76     12548966.19
2015-2017       16           6187228.18      6464278.79     12651506.97
2015-2017       17           6192909.58      6477479.33     12670388.90
2015-2017       18           6199490.37      6489846.89     12689337.26
2015-2017       19           6226985.94      6529809.63     12756795.57
2015-2017       20           6293338.40      6615716.21     12909054.61
2015-2017       21           6386909.57      6734553.15     13121462.72
2015-2017       22           6514903.92      6885615.18     13400519.10
2015-2017       23           6658677.65      7033760.81     13692438.46
2015-2017       24           6805682.21      7156809.44     13962491.65
2015-2017       25           6906903.60      7216086.35     14122989.94
2015-2017       26           6887561.85      7154026.73     14041588.58
2015-2017       27           6766910.95      7000652.04     13767562.99
2015-2017       28           6615394.05      6826015.00     13441409.05
2015-2017       29           6537149.71      6727905.92     13265055.64
2015-2017       30           6520228.41      6684910.57     13205138.98
2015-2017       31           6496825.00      6628081.46     13124906.46
2015-2017       32           6484624.68      6578941.71     13063566.39
2015-2017       33           6473861.31      6533218.98     13007080.29
2015-2017       34           6495278.73      6532011.08     13027289.81
2015-2017       35           6473377.20      6499268.19     12972645.39
2015-2017       36           6385132.48      6400833.01     12785965.49
2015-2017       37           6234266.96      6231911.33     12466178.29
2015-2017       38           6094289.95      6065909.32     12160199.27
2015-2017       39           5973768.81      5926637.25     11900406.06
2015-2017       40           5937917.85      5882894.76     11820812.61
2015-2017       41           5886934.11      5820813.38     11707747.50
2015-2017       42           5920988.47      5835012.28     11756000.75
2015-2017       43           6000561.50      5894800.40     11895361.90
2015-2017       44           6232153.67      6117097.49     12349251.16
2015-2017       45           6402542.05      6291567.87     12694109.92
2015-2017       46           6452033.81      6346729.15     12798762.96
2015-2017       47           6312314.47      6204719.69     12517034.17
2015-2017       48           6214221.15      6091760.61     12305981.76
2015-2017       49           6212200.15      6071104.87     12283305.02
2015-2017       50           6368048.89      6205032.76     12573081.65
2015-2017       51           6558162.85      6365955.41     12924118.26
2015-2017       52           6718811.53      6490753.66     13209565.20
2015-2017       53           6789391.62      6524986.28     13314377.90
2015-2017       54           6839116.67      6545405.78     13384522.45
2015-2017       55           6851487.77      6537060.47     13388548.24
2015-2017       56           6840209.62      6505231.69     13345441.31
2015-2017       57           6764075.48      6403665.72     13167741.20
2015-2017       58           6687350.69      6292024.20     12979374.89
2015-2017       59           6576628.92      6146295.86     12722924.78
2015-2017       60           6454610.49      5992051.73     12446662.22
2015-2017       61           6295397.14      5802211.69     12097608.83
2015-2017       62           6112997.84      5593803.90     11706801.74
2015-2017       63           5899415.27      5361948.07     11261363.35
2015-2017       64           5700690.28      5150807.44     10851497.72
2015-2017       65           5521484.70      4964946.02     10486430.72
2015-2017       66           5378554.20      4818227.35     10196781.54
2015-2017       67           5251718.45      4691752.99      9943471.45
2015-2017       68           5213541.57      4642531.33      9856072.90
2015-2017       69           4819716.54      4266403.53      9086120.07
2015-2017       70           4412066.03      3870495.81      8282561.84
2015-2017       71           3947871.12      3424671.18      7372542.30
2015-2017       72           3876922.41      3325986.38      7202908.79
2015-2017       73           3701806.41      3138891.58      6840697.99
2015-2017       74           3473304.18      2905418.41      6378722.59
2015-2017       75           3168398.97      2612306.96      5780705.93
2015-2017       76           2957572.95      2406909.29      5364482.24
2015-2017       77           2783865.63      2236229.98      5020095.62
2015-2017       78           2620095.30      2070058.11      4690153.41
2015-2017       79           2468696.72      1910417.01      4379113.74
2015-2017       80           2326091.17      1758768.16      4084859.33
2015-2017       81           2177015.10      1605995.08      3783010.19
2015-2017       82           2040446.58      1465487.18      3505933.76
2015-2017       83           1911397.52      1333076.54      3244474.06
2015-2017       84           1813383.21      1224362.06      3037745.27
2015-2017       85           1706660.81      1111821.01      2818481.82
2015-2017       86           1587024.24       994691.94      2581716.18
2015-2017       87           1464591.71       882559.99      2347151.69
2015-2017       88           1337881.75       775627.29      2113509.05
2015-2017       89           1204965.12       668202.31      1873167.42
2015-2017       90           1062041.08       556491.28      1618532.36
2015-2017       91            908748.06       446053.09      1354801.15
2015-2017       92            759486.38       349138.02      1108624.40
2015-2017       93            620282.63       266753.87       887036.50
2015-2017       94            495132.27       198224.72       693356.99
2015-2017       95            380724.38       140831.90       521556.29
2015-2017       96            280401.90        95329.75       375731.65
2015-2017       97            200647.46        62037.81       262685.27
2015-2017       98            140835.56        39608.38       180443.94
2015-2017       99             96636.45        24582.63       121219.07
2015-2017      100             64575.07        14750.13        79325.19
2015-2017      101             42104.40         8507.05        50611.45
2015-2017      102             26612.41         4792.96        31405.36
2015-2017      103             16135.99         2541.63        18677.62
2015-2017      104              9349.86         1301.70        10651.56
2015-2017      105              5185.55          670.82         5856.36
2015-2017      106              2838.24          336.91         3175.15
2015-2017      107              1534.30          163.06         1697.36
2015-2017      108               793.75           80.44          874.19
2015-2017      109               407.46           42.17          449.62
2015-2017      110+              405.49           45.71          451.20
